0.001000 1.000000 -0.001000 0.000000
0.002000 0.999998 -0.002000 0.000000
0.003000 0.999996 -0.003000 0.000000
0.004000 0.999992 -0.004000 0.000000
0.005000 0.999988 -0.005000 0.000000
0.006000 0.999982 -0.006000 0.000000
0.007000 0.999976 -0.007000 0.000000
0.008000 0.999968 -0.008000 0.000000
0.009000 0.999960 -0.009000 0.000000
0.010000 0.999950 -0.010000 0.000000
0.011000 0.999940 -0.011000 0.000000
0.012000 0.999928 -0.012000 0.000000
0.013000 0.999916 -0.013000 0.000000
0.014000 0.999902 -0.014000 0.000000
0.015000 0.999888 -0.014999 0.000000
0.016000 0.999872 -0.015999 0.000000
0.017000 0.999856 -0.016999 0.000000
0.018000 0.999838 -0.017999 0.000000
0.019000 0.999820 -0.018999 0.000000
0.020000 0.999800 -0.019999 0.000000
0.021000 0.999780 -0.020998 0.000000
0.022000 0.999758 -0.021998 0.000000
0.023000 0.999736 -0.022998 0.000000
0.024000 0.999712 -0.023998 0.000000
0.025000 0.999688 -0.024997 0.000000
0.026000 0.999662 -0.025997 0.000000
0.027000 0.999636 -0.026997 0.000000
0.028000 0.999608 -0.027996 0.000000
0.029000 0.999580 -0.028996 0.000000
0.030000 0.999550 -0.029995 0.000000
0.031000 0.999520 -0.030995 0.000000
0.032000 0.999488 -0.031995 0.000000
0.033000 0.999456 -0.032994 0.000000
0.034000 0.999422 -0.033993 0.000000
0.035000 0.999388 -0.034993 0.000000
0.036000 0.999352 -0.035992 0.000000
0.037000 0.999316 -0.036992 0.000000
0.038000 0.999278 -0.037991 0.000000
0.039000 0.999240 -0.038990 0.000000
0.040000 0.999200 -0.039989 0.000000
0.041000 0.999160 -0.040989 0.000000
0.042000 0.999118 -0.041988 0.000000
0.043000 0.999076 -0.042987 0.000000
0.044000 0.999032 -0.043986 0.000000
0.045000 0.998988 -0.044985 0.000000
0.046000 0.998942 -0.045984 0.000000
0.047000 0.998896 -0.046983 0.000000
0.048000 0.998848 -0.047982 0.000000
0.049000 0.998800 -0.048980 0.000000
0.050000 0.998750 -0.049979 0.000000
0.051000 0.998700 -0.050978 0.000000
0.052000 0.998648 -0.051977 0.000000
0.053000 0.998596 -0.052975 0.000000
0.054000 0.998542 -0.053974 0.000000
0.055000 0.998488 -0.054972 0.000000
0.056000 0.998432 -0.055971 0.000000
0.057000 0.998376 -0.056969 0.000000
0.058000 0.998318 -0.057967 0.000000
0.059000 0.998260 -0.058966 0.000000
0.060000 0.998201 -0.059964 0.000000
0.061000 0.998140 -0.060962 0.000000
0.062000 0.998079 -0.061960 0.000000
0.063000 0.998016 -0.062958 0.000000
0.064000 0.997953 -0.063956 0.000000
0.065000 0.997888 -0.064954 0.000000
0.066000 0.997823 -0.065952 0.000000
0.067000 0.997756 -0.066950 0.000000
0.068000 0.997689 -0.067948 0.000000
0.069000 0.997620 -0.068945 0.000000
0.070000 0.997551 -0.069943 0.000000
0.071000 0.997481 -0.070940 0.000000
0.072000 0.997409 -0.071938 0.000000
0.073000 0.997337 -0.072935 0.000000
0.074000 0.997263 -0.073932 0.000000
0.075000 0.997189 -0.074930 0.000000
0.076000 0.997113 -0.075927 0.000000
0.077000 0.997037 -0.076924 0.000000
0.078000 0.996960 -0.077921 0.000000
0.079000 0.996881 -0.078918 0.000000
0.080000 0.996802 -0.079915 0.000000
0.081000 0.996721 -0.080911 0.000000
0.082000 0.996640 -0.081908 0.000000
0.083000 0.996557 -0.082905 0.000000
0.084000 0.996474 -0.083901 0.000000
0.085000 0.996390 -0.084898 0.000000
0.086000 0.996304 -0.085894 0.000000
0.087000 0.996218 -0.086890 0.000000
0.088000 0.996130 -0.087886 0.000000
0.089000 0.996042 -0.088883 0.000000
0.090000 0.995953 -0.089879 0.000000
0.091000 0.995862 -0.090874 0.000000
0.092000 0.995771 -0.091870 0.000000
0.093000 0.995679 -0.092866 0.000000
0.094000 0.995585 -0.093862 0.000000
0.095000 0.995491 -0.094857 0.000000
0.096000 0.995396 -0.095853 0.000000
0.097000 0.995299 -0.096848 0.000000
0.098000 0.995202 -0.097843 0.000000
0.099000 0.995104 -0.098838 0.000000
0.100000 0.995004 -0.099833 0.000000
0.101000 0.994904 -0.100828 0.000000
0.102000 0.994803 -0.101823 0.000000
0.103000 0.994700 -0.102818 0.000000
0.104000 0.994597 -0.103813 0.000000
0.105000 0.994493 -0.104807 0.000000
0.106000 0.994387 -0.105802 0.000000
0.107000 0.994281 -0.106796 0.000000
0.108000 0.994174 -0.107790 0.000000
0.109000 0.994065 -0.108784 0.000000
0.110000 0.993956 -0.109778 0.000000
0.111000 0.993846 -0.110772 0.000000
0.112000 0.993735 -0.111766 0.000000
0.113000 0.993622 -0.112760 0.000000
0.114000 0.993509 -0.113753 0.000000
0.115000 0.993395 -0.114747 0.000000
0.116000 0.993280 -0.115740 0.000000
0.117000 0.993163 -0.116733 0.000000
0.118000 0.993046 -0.117726 0.000000
0.119000 0.992928 -0.118719 0.000000
0.120000 0.992809 -0.119712 0.000000
0.121000 0.992688 -0.120705 0.000000
0.122000 0.992567 -0.121698 0.000000
0.123000 0.992445 -0.122690 0.000000
0.124000 0.992322 -0.123682 0.000000
0.125000 0.992198 -0.124675 0.000000
0.126000 0.992072 -0.125667 0.000000
0.127000 0.991946 -0.126659 0.000000
0.128000 0.991819 -0.127651 0.000000
0.129000 0.991691 -0.128643 0.000000
0.130000 0.991562 -0.129634 0.000000
0.131000 0.991432 -0.130626 0.000000
0.132000 0.991301 -0.131617 0.000000
0.133000 0.991169 -0.132608 0.000000
0.134000 0.991035 -0.133599 0.000000
0.135000 0.990901 -0.134590 0.000000
0.136000 0.990766 -0.135581 0.000000
0.137000 0.990630 -0.136572 0.000000
0.138000 0.990493 -0.137562 0.000000
0.139000 0.990355 -0.138553 0.000000
0.140000 0.990216 -0.139543 0.000000
0.141000 0.990076 -0.140533 0.000000
0.142000 0.989935 -0.141523 0.000000
0.143000 0.989793 -0.142513 0.000000
0.144000 0.989650 -0.143503 0.000000
0.145000 0.989506 -0.144492 0.000000
0.146000 0.989361 -0.145482 0.000000
0.147000 0.989215 -0.146471 0.000000
0.148000 0.989068 -0.147460 0.000000
0.149000 0.988920 -0.148449 0.000000
0.150000 0.988771 -0.149438 0.000000
0.151000 0.988621 -0.150427 0.000000
0.152000 0.988470 -0.151415 0.000000
0.153000 0.988318 -0.152404 0.000000
0.154000 0.988165 -0.153392 0.000000
0.155000 0.988012 -0.154380 0.000000
0.156000 0.987857 -0.155368 0.000000
0.157000 0.987701 -0.156356 0.000000
0.158000 0.987544 -0.157343 0.000000
0.159000 0.987386 -0.158331 0.000000
0.160000 0.987227 -0.159318 0.000000
0.161000 0.987067 -0.160305 0.000000
0.162000 0.986907 -0.161292 0.000000
0.163000 0.986745 -0.162279 0.000000
0.164000 0.986582 -0.163266 0.000000
0.165000 0.986418 -0.164252 0.000000
0.166000 0.986254 -0.165239 0.000000
0.167000 0.986088 -0.166225 0.000000
0.168000 0.985921 -0.167211 0.000000
0.169000 0.985753 -0.168197 0.000000
0.170000 0.985585 -0.169182 0.000000
0.171000 0.985415 -0.170168 0.000000
0.172000 0.985244 -0.171153 0.000000
0.173000 0.985073 -0.172138 0.000000
0.174000 0.984900 -0.173123 0.000000
0.175000 0.984727 -0.174108 0.000000
0.176000 0.984552 -0.175093 0.000000
0.177000 0.984376 -0.176077 0.000000
0.178000 0.984200 -0.177062 0.000000
0.179000 0.984022 -0.178046 0.000000
0.180000 0.983844 -0.179030 0.000000
0.181000 0.983664 -0.180013 0.000000
0.182000 0.983484 -0.180997 0.000000
0.183000 0.983302 -0.181980 0.000000
0.184000 0.983120 -0.182963 0.000000
0.185000 0.982936 -0.183947 0.000000
0.186000 0.982752 -0.184929 0.000000
0.187000 0.982566 -0.185912 0.000000
0.188000 0.982380 -0.186894 0.000000
0.189000 0.982193 -0.187877 0.000000
0.190000 0.982004 -0.188859 0.000000
0.191000 0.981815 -0.189841 0.000000
0.192000 0.981625 -0.190823 0.000000
0.193000 0.981433 -0.191804 0.000000
0.194000 0.981241 -0.192785 0.000000
0.195000 0.981048 -0.193767 0.000000
0.196000 0.980853 -0.194747 0.000000
0.197000 0.980658 -0.195728 0.000000
0.198000 0.980462 -0.196709 0.000000
0.199000 0.980265 -0.197689 0.000000
0.200000 0.980067 -0.198669 0.000000
0.201000 0.979867 -0.199649 0.000000
0.202000 0.979667 -0.200629 0.000000
0.203000 0.979466 -0.201609 0.000000
0.204000 0.979264 -0.202588 0.000000
0.205000 0.979061 -0.203567 0.000000
0.206000 0.978857 -0.204546 0.000000
0.207000 0.978652 -0.205525 0.000000
0.208000 0.978446 -0.206503 0.000000
0.209000 0.978239 -0.207482 0.000000
0.210000 0.978031 -0.208460 0.000000
0.211000 0.977822 -0.209438 0.000000
0.212000 0.977612 -0.210416 0.000000
0.213000 0.977401 -0.211393 0.000000
0.214000 0.977189 -0.212370 0.000000
0.215000 0.976976 -0.213347 0.000000
0.216000 0.976763 -0.214324 0.000000
0.217000 0.976548 -0.215301 0.000000
0.218000 0.976332 -0.216277 0.000000
